x1,x2,x3
0.1,10,3
0.1,11.672369689625087,3
0.1,11.672369689625087,3.301603893785966
0.1,12.612428785877718,3.301603893785966
0.1,12.612428785877718,3.016017129710857
0.1,11.881100218580574,3.016017129710857
0.1,11.881100218580574,3.016017129710857
0.1,10.986974977672071,3.016017129710857
0.1,10.986974977672071,3.016017129710857
0.1,10.986974977672071,3.016017129710857
0.1,10.986974977672071,3.016017129710857
0.1,10.986974977672071,3.016017129710857
0.1,10.986974977672071,3.016017129710857
0.1,10.986974977672071,3.016017129710857
0.1,10.986974977672071,2.0718245200440495
0.1,10.986974977672071,2.0718245200440495
0.1,10.986974977672071,2.0718245200440495
0.1,11.87166764679346,2.0718245200440495
0.1,11.87166764679346,2.0718245200440495
0.1,14.064005791115342,2.0718245200440495
0.1,14.064005791115342,2.0718245200440495
0.1,12.898662715256645,2.0718245200440495
0.1,12.898662715256645,2.0718245200440495
0.1,13.361719585754201,2.0718245200440495
0.1,13.361719585754201,2.0718245200440495
0.1,14.82189207785142,2.0718245200440495
0.1,14.82189207785142,2.046037501101512
0.1,11.868513770149432,2.046037501101512
0.1,11.868513770149432,2.046037501101512
0.1,12.694593285639833,2.046037501101512
0.1,12.694593285639833,2.046037501101512
0.1,12.694593285639833,2.046037501101512
0.1,12.694593285639833,1.5020261290950327
0.1,15.342556770028441,1.5020261290950327
0.1,15.342556770028441,1.322807914354535
0.1,15.342556770028441,1.322807914354535
0.1,15.342556770028441,1.322807914354535
0.1,15.91860353440378,1.322807914354535
0.1,15.91860353440378,1.322807914354535
0.1,16.570978890894043,1.322807914354535
0.1,16.570978890894043,1.322807914354535
0.1,13.807882446392252,1.322807914354535
0.1,13.807882446392252,0.9931553011904017
0.1,13.807882446392252,0.9931553011904017
0.1,13.807882446392252,0.9931553011904017
0.1,13.807882446392252,0.9931553011904017
0.1,13.807882446392252,0.9931553011904017
0.1,13.807882446392252,0.9931553011904017
0.1,13.807882446392252,0.9931553011904017
0.1,13.807882446392252,0.9931553011904017
0.1,13.807882446392252,1.2118428375809662
0.1,13.807882446392252,1.2118428375809662
0.1,13.807882446392252,1.2118428375809662
0.1,13.807882446392252,1.2118428375809662
0.1,13.807882446392252,1.2118428375809662
0.1,13.807882446392252,1.2118428375809662
0.1,13.807882446392252,0.9170133568450202
0.1,13.807882446392252,0.9170133568450202
0.1,13.807882446392252,1.0538642822064601
0.1,14.266250007528825,1.0538642822064601
0.1,14.266250007528825,1.0538642822064601
0.1,14.266250007528825,1.0538642822064601
0.1,14.266250007528825,1.0538642822064601
0.1,14.266250007528825,1.0538642822064601
0.1,14.266250007528825,1.0538642822064601
0.1,14.266250007528825,1.0538642822064601
0.1,14.266250007528825,1.1247222249585764
0.1,14.266250007528825,1.1247222249585764
0.1,14.266250007528825,1.1247222249585764
0.1,14.266250007528825,1.1247222249585764
0.1,14.266250007528825,1.1247222249585764
0.1,14.266250007528825,1.1247222249585764
0.1,14.266250007528825,1.1247222249585764
0.1,14.266250007528825,1.1247222249585764
0.1,14.266250007528825,1.1247222249585764
